conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.79506E+18,Mon May 27 11:50:06 +0000 2024,143,Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDIP) Megawati Soekarnoputri mengkritik mahalnya biaya pendidikan tinggi di sejumlah perguruan tinggi di Indonesia. Singgung Kenaikan UKT Megawati: Masak Orang Mau Pinter Suruh Bayar Mahal? https://t.co/rLh1paEmB6 https://t.co/nxHmeM9gk6,1.79506E+18,https://pbs.twimg.com/media/GOlVYtebEAAOCSJ.png,,in,,0,6,19,https://x.com/MarahIchsan/status/1795059905876902399,7.97761E+17,MarahIchsan
1.79503E+18,Mon May 27 09:44:07 +0000 2024,2,Mendikbudristek Batalkan Kenaikan UKT Mahasiswa Tahun Ini Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbudristek) Nadiem Makarim mengumumkan pembatalan kenaikan Uang Kuliah Tunggal (UKT) bagi mahasiswa di tahun ini. Keputusan ini diambil setelah mendengarkan https://t.co/7CM4amHlYa,1.79503E+18,https://pbs.twimg.com/media/GOk4oSJbgAAVROw.jpg,,in,Indonesia,0,0,0,https://x.com/Melihat_Indo/status/1795028199648485443,48359478,Melihat_Indo
1.79503E+18,Mon May 27 09:35:02 +0000 2024,0,Usai menghadap Presiden Joko Widodo Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbudristek) Nadiem Makarim mengumumkan pihaknya tidak jadi menaikkan Uang Kuliah Tunggal (UKT). #UKT #nadiemmakarim #batal https://t.co/UXW13rScrP,1.79503E+18,,,in,,0,0,0,https://x.com/heralddotID/status/1795025913555357992,1.69858E+18,heralddotID
1.79502E+18,Mon May 27 09:12:48 +0000 2024,0,Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbud-Ristek) Nadiem Makarim membatalkan kenaikan uang kuliah tunggal (UKT) untuk tahun ini. Nadiem menegaskan akan mengevaluasi permintaan peningkatan UKT yang diajukan perguruan tinggi negeri. #mendikbudristek #ukt https://t.co/Sx8trkuphq,1.79502E+18,https://pbs.twimg.com/media/GOkxdk3aAAAIl-4.jpg,,in,Indonesia,0,0,0,https://x.com/lensaRTV/status/1795020318471270875,2393930923,lensaRTV
1.79502E+18,Mon May 27 09:07:06 +0000 2024,0,Mahasiswa UNRI Berhasil Terobos Masuk Demo Kenaikan UKT #mahasiswa #demo #aksi #terobos #unri #riau #kuliah #kenaikan #ukt #nadiem #nadiemmakarim #menteripendidikan #pendidikan #viral #shorts https://t.co/gMOzyZ9oEG,1.79502E+18,https://pbs.twimg.com/ext_tw_video_thumb/1795018205720870912/pu/img/8-t-nH9JrdzRyT90.jpg,,in,"Pancoran, Jakarta Selatan",0,0,0,https://x.com/koran_ii/status/1795018885915189664,1.61993E+18,koran_ii
1.79501E+18,Mon May 27 08:37:12 +0000 2024,3,MENTERI Pendidikan Kebudayaan Riset dan Teknologi (Mendikbud Ristek) Nadiem Makarim telah memutuskan untuk membatalkan kenaikan Uang Kuliah Tunggal (UKT) di tahun 2024. Hal ini setelah Kemendikbud Ristek bertemu dengan para rektor Perguruan Tinggi Negeri (PTN). Kami akan https://t.co/iDvWU00q0p,1.79501E+18,https://pbs.twimg.com/ext_tw_video_thumb/1795009735445663744/pu/img/oFbAQzERnb-RfKIO.jpg,,in,Jakarta - Indonesia,0,4,0,https://x.com/mediaindonesia/status/1795011361728242113,68930552,mediaindonesia
1.79493E+18,Mon May 27 02:55:38 +0000 2024,0,Semakin ngawur progres pendidikan Indonesia . Pembodohan generasi kalo gk mampu kuliah justru dibebani UKT...yg tdk wajar.,1.79493E+18,,,in,"east java , Indonesia.",0,0,0,https://x.com/edybudianto77/status/1794925402911302141,3546875834,edybudianto77
1.79491E+18,Mon May 27 01:53:43 +0000 2024,1086,Nilai-nilai anti Indonesia (yang saya dukung): - Mendukung pendidikan aksesibel untuk semua orang - Mendukung kuliah UKT murah - Mendukung guru dan dosen digaji layak - Menolak student loan - Menolak pinjol untuk bayar UKT - Negara wajib hadir dalam pendidikan Nilai-nilai,1.79491E+18,,,in,"Michuhol-gu, Republic of Korea",9,37,385,https://x.com/ardisatriawan/status/1794909821529214998,170542374,ardisatriawan
1.79488E+18,Mon May 27 00:01:10 +0000 2024,0,Emang iya ya Indonesia jadi negara kedua dengan jumlah Universitas terbanyak? Kampus banyak tapi gak bermutu UKT mahal dan hanya 6% dari penduduk Indonesia yg bisa sampai pendidikan tinggi. Negara sampah bedebah korup gagal NKRI harga diskon.,1.79488E+18,,,in,Jakarta Capital Region,1,0,0,https://x.com/TwoKidsNoJob40/status/1794881494617632808,1409393623,TwoKidsNoJob40
1.79476E+18,Sun May 26 23:01:45 +0000 2024,0,@NenkMonica Kalau ada lagi menteri pendidikan yg secerdas ini dg menaikkan UKT hingga berlipat lipat sehingga rakyat mudah dan murah utk mendapat akses pendidikan Indonesia kedepan pasti jaya dan Indonesia emas.,1.79487E+18,,NenkMonica,in,Makassar,0,0,0,https://x.com/JagungKopi/status/1794866541483442252,1396626721,JagungKopi
1.79481E+18,Sun May 26 19:34:53 +0000 2024,0,Kalo mikirin ukt tuh gada habisnya kepikiran utk gaakan maafin sistem pendidikan dan pemerintahan di indonesia ini. Biar gua call out nnti di akhirat. Dzolim banget sungguhan...,1.79481E+18,,,in,,0,0,0,https://x.com/RrrrZzzz18/status/1794814482411372912,1.60004E+18,RrrrZzzz18
1.79477E+18,Sun May 26 16:55:34 +0000 2024,0,Sekarang kerjaan dgn gaji layak harus dengan pendidikan tinggi. Tapi pemerintah malah bilang kalau kuliah itu kebutuhan tersier + ga ada org yg putus kuliah krna UKT Rakyat indonesia itu masih byk yg kejerat rantai kemiskinan kalo kaya gini gmn mereka ga lari ke judol&amp;pinjol?,1.79477E+18,,keenperky,in,"Seoul, Republic of Korea",0,0,0,https://x.com/keenperky/status/1794774388065411215,1.1634E+18,keenperky
1.79476E+18,Sun May 26 16:00:02 +0000 2024,3,Polemik mahalnya uang kuliah tunggal (UKT) ditengarai berakar dari perencanaan dan penggunaan anggaran pendidikan yang tidak efektif. Anggaran untuk pendidikan tinggi hanya mencakup 0 6-1 6 persen dari Anggaran Pendapatan dan Belanja Negara (APBN). https://t.co/4nWELevd22,1.79476E+18,,,in,"Washington, DC",0,0,1,https://x.com/voaindonesia/status/1794760415739801831,75077164,voaindonesia
1.79475E+18,Sun May 26 15:08:06 +0000 2024,1,UKT yang mahal bukan hanya menyengsarakan mahasiswa tetapi juga kontraproduktif bagi pencapaian Indonesia Emas 2045. Bagaimana kita membangun bangsa yang maju dan sejahtera jika generasi mudanya terbelenggu oleh lilitan hutang biaya pendidikan? https://t.co/yO4k6JAELf,1.79475E+18,,pintasandotco,in,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/pintasandotco/status/1794747343339942163,1.56634E+18,pintasandotco
1.79475E+18,Sun May 26 15:05:44 +0000 2024,1,Bagaimana mungkin kita mencetak generasi emas jika akses terhadap pendidikan tinggi terhalang oleh biaya yang selangit? Mungkinkah talenta-talenta muda potensial dari keluarga kurang mampu terabaikan hanya karena tak mampu menanggung beban UKT yang tinggi.,1.79475E+18,,pintasandotco,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/pintasandotco/status/1794746748897989020,1.56634E+18,pintasandotco
1.79475E+18,Sun May 26 15:05:17 +0000 2024,1,Mahalnya UKT di berbagai perguruan tinggi negeri (PTN) bagaikan bom waktu yang siap meledak. Biaya pendidikan yang kian melambung tak jarang membuat para calon mahasiswa terutama dari kalangan kurang mampu terpaksa mengubur mimpi mereka untuk mengenyam pendidikan tinggi. https://t.co/PzpeUWj2g8,1.79475E+18,https://pbs.twimg.com/media/GOg4jOvaEAEO1Oj.jpg,,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/pintasandotco/status/1794746634938769761,1.56634E+18,pintasandotco
1.79472E+18,Sun May 26 13:29:34 +0000 2024,2,Indonesia 2024: 1. hukum dan penegaknya masih terseok 2. UKT PT naik sulit terjangkau kualitas pendidikan rendah 3. korupsi masih menjadi budaya 4. money politic 5. kesenjangan ekonomi melebar 6. kota-kota besar semrawut dan macet 7. penduduk miskin dan rentan miskin besar,1.79472E+18,,,in,Kota Makassar,0,1,0,https://x.com/Aminuddin001/status/1794722547386531870,613737730,Aminuddin001
1.7947E+18,Sun May 26 11:57:18 +0000 2024,0,Contoh Real salut. Inget wejangan pendirinya: hidupilah muhammadiyah jgn cari hidup di Muhammadiyah . Klo semua insan pendidikan di Indonesia prinsipnya speti ini insyaAllah ga ada cerita UKT Mahal,1.7947E+18,,,in,Bandung- Jakarta,0,0,0,https://x.com/HeriStat/status/1794699329091055704,80787763,HeriStat
1.79457E+18,Sun May 26 09:03:41 +0000 2024,0,@muhammadsyakur2 @Johan_Vicx @tempodotco O jadi itu alasannya kenapa mendikbud ngotot tetap naikin UKT tahun ini? Beuh muke gile.. Pendidikan dikomersilkan niru-niru negara-negara Barat. Salut sama yg punya ide. Otak kapitalisnya sudah next level buat ukuran negara Indonesia,1.79466E+18,,muhammadsyakur2,in,인도네시아,0,1,0,https://x.com/radithew_adith/status/1794655635759673773,1.31807E+18,radithew_adith
1.79455E+18,Sun May 26 02:15:39 +0000 2024,1,Huru-hara berita berselewerang dimedia cetak sosial bahkan dijalan-jalan para mahasiswa menuntut penurunan UKT soal mahalnya biaya pendidikan Perguruaan Tinggi Negri (PTN).,1.79455E+18,,pintasandotco,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/pintasandotco/status/1794552951081742757,1.56634E+18,pintasandotco
1.79437E+18,Sat May 25 13:51:09 +0000 2024,12,UKT naik pdhl Anggaran Pendidikan itu sekitar 665 T Mendikbud @nadiemmakarim dicecar pertanyaan oleh Waket Komisi X DPR-RI bpk Dede Yusuf(PD) Bonus demografi Indonesia kedepan bagaimana bisa dicapai jika hanya mengandalkan dari wajib belajar 12 thn..?? https://t.co/3B6Zd9eySn,1.79437E+18,https://pbs.twimg.com/ext_tw_video_thumb/1794365465344753664/pu/img/0MD0JVXH0uVGQYy7.jpg,,in,Jakarta Capital Region,1,1,4,https://x.com/Yom_N_Friends/status/1794365592327344216,1.32694E+18,Yom_N_Friends
1.79424E+18,Sat May 25 13:23:40 +0000 2024,2,@AndrewsTjan @Dironotonegoro @ferrykoto Saya kuliah dapat beasiswa luar negeri (dari negeri kampusnya) ukt makan akomodasi dan transportasi ditambah tiket pesawat pp ke negara asal setahun sekali semua dicover beasiswa. Emang indonesia aja yg masih menganggap remeh pendidikan.,1.79436E+18,,AndrewsTjan,in,,0,1,0,https://x.com/ChickenBrahma/status/1794358673869042005,1.47493E+18,ChickenBrahma
